porcentaje_cartera_vencida_telcos,uso_total_prod_3m_rotativo,version_sistema_operativo_9.0,fecha_desembolso_201809,porcentaje_productos_48meses_total,productos_abiertos_ahorro_5.0,desv_recargas_pse_12m,productos_abiertos_ahorro_9.0,desv_retiros_atm_12m,version_sistema_operativo_5.0,fecha_desembolso_201805,monto_min_transado_2m,meses_apertura_rotativo,saldo_prom_rotativo,fecha_desembolso_201806,cupo_max_rotativo,productos_abiertos_ahorro_3.0,id_cliente,fecha_desembolso_201807,pct_productos_cerrados_rotativo,part_ahorro_total,cupo_disp_rotativo,ponderacion_24m_rotativo,ponderacion_reportes_al_dia_18m_total,incumplimiento
16.39,92.76,False,False,95.24,False,0.0335857529999999,False,0.2763854,False,False,1.02401045e-05,44.0,7.21,True,25.6,True,769821504022.0,False,38.89,14.29,1.28,79.5305,78.03251999999999,1
0.0,61.41,False,False,66.67,False,0.10613308,False,0.5527708,False,False,2.3040237e-05,106.0,10.45,False,11.01,True,778459338829.0,True,85.71,33.33,0.56,100.0,100.0,0
0.0,79.06,False,False,63.64,False,0.057599094,False,0.0,False,False,5.1200523e-06,99.0,10.2,False,26.88,True,902154095390.0,True,60.0,27.27,1.98,73.511024,65.76655,0
0.0,67.38,False,False,81.82,False,1.2028416000000002,False,0.0,False,False,0.0,28.0,6.74,False,16.38,True,214574378183.0,False,40.0,27.27,2.78,100.0,100.0,1
0.0,9.12,False,False,85.71,False,0.35377693,False,0.5527708,False,False,0.0,32.0,1.93,False,12.29,False,259321226353.0,False,40.0,28.57,3.22,100.0,100.0,0
0.0,22.64,False,False,100.0,False,0.0,False,0.2763854,False,False,0.0,18.0,1.07,False,7.94,False,297449682605.0,True,33.33,16.67,4.94,91.56389,100.0,0
0.0,93.28,False,False,94.74,True,0.030203106,False,0.0,False,False,0.025600262,37.0,2.05,False,16.0,False,399089742587.0,False,19.44,13.16,0.39,100.0,100.0,0
0.0,92.73,False,True,84.62,False,0.0,False,0.0,False,False,0.0,42.0,5.11,False,7.04,True,462918033868.0,False,70.0,23.08,0.17,100.0,100.0,0
0.0,29.71,False,False,50.0,False,0.087700374,False,0.4330127,False,False,5.422133e-06,86.0,2.37,False,5.44,True,463125857054.0,False,66.67,50.0,3.07,100.0,100.0,0
0.0,76.4,False,False,100.0,False,0.021843724,False,0.37267798,False,False,0.0,25.0,12.2,False,33.28,False,506765620249.0,False,25.0,20.0,3.38,100.0,100.0,0
0.0,91.9,False,False,77.78,False,0.0,False,0.0,False,False,0.0,101.0,5.33,False,17.92,False,698615542758.0,False,60.0,20.0,1.07,100.0,100.0,0
0.0,43.25,False,False,90.0,False,0.016109934,False,0.0,False,True,0.0,26.0,7.56,False,18.82,False,815513949375.0,False,54.55,20.0,6.51,100.0,100.0,0
0.0,39.56,False,False,83.33,False,0.049528774,False,0.5527708,False,False,0.0,25.0,2.9,False,6.18,False,85704642484.0,False,40.0,16.67,0.76,100.0,100.0,0
0.0,10.3,False,False,84.62,True,0.09440207,False,0.0,False,False,0.0,16.0,0.26,False,12.8,False,522475007771.0,True,93.75,38.46,12.54,62.950203,100.0,0
0.0,20.54,False,False,60.0,False,0.0,False,0.0,False,False,0.0,112.0,1.63,False,26.56,False,690176195350.0,False,57.14,20.0,8.03,100.0,100.0,0
0.0,79.23,False,False,96.0,False,0.07075539,False,0.0,False,True,0.0,70.0,15.32,False,64.0,True,726166092664.0,False,45.0,10.34,4.72,100.0,100.0,0
0.0,36.73,False,False,77.78,False,0.0,False,0.0,False,False,0.0,38.0,0.53,False,3.84,False,815197773150.0,False,33.33,22.22,2.03,89.22658,100.0,0
0.0,29.62,False,False,66.67,False,0.77560115,False,0.0,False,False,0.067776665,77.0,10.9,False,22.57,True,966392522393.0,False,90.0,33.33,11.66,89.22658,100.0,0
0.0,107.02,False,False,75.0,False,0.066988714,False,1.6051133999999998,False,False,6.272064e-05,72.0,4.01,False,5.76,False,987380343578.0,False,14.29,37.5,0.49,100.0,100.0,0
0.0,71.15,False,False,76.47,True,0.2998792999999999,False,0.2763854,False,True,0.00020864213,70.0,3.17,False,6.14,False,998122393202.0,False,20.0,29.41,1.19,100.0,100.0,0
0.0,66.01,False,False,61.11,False,0.30867034,False,0.8291562,False,False,0.0,133.0,3.98,False,12.29,False,55785658042.0,False,61.54,19.44,1.83,90.30392,89.59435,0
0.0,84.98,False,False,94.12,False,0.0,False,0.2763854,False,False,0.025600262,24.0,4.36,False,11.26,True,103601202984.0,False,25.0,17.65,1.26,100.0,100.0,0
0.0,54.79,False,False,80.0,False,0.12789793,False,0.72168785,False,True,1.1520118e-05,31.0,5.58,False,13.31,False,238200463809.0,False,81.82,20.0,2.62,100.0,100.0,0
