PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,incumplimiento
-2.73719035800907,2.1975673904366153,0.2990899089685546,0.3432797727432801,-0.5559235997637985,-1.3793337151702478,1.8907001271707815,-0.09104119267710595,0.7417304902572625,0.2307588623576675,0.6157450821090473,-1.4764005711019927,1.8109227891610695,0.0016344791793157433,-0.2468730404015123,-1.3606689280235782,0.7670627220626985,0.7126538842418884,0.024521755853587835,-0.3163613057648524,-0.7868917912676375,0.10827087800530333,0.7707591151313956,0.36148575731085325,0.6933386131909859,-0.7055312254831259,-0.298769719679852,0.17871616877698482,-1.4392993825691127,0.1574353584587299,-0.11359805779770826,-0.35993126411248816,-1.1623370461921538,0.6532495905017526,0.9219475068028888,0.15723357415325867,-0.4888580564415828,-0.5147003946621951,0.3999604686112899,0
0.016855633713736464,-0.8107123583474896,-0.465784176759297,-2.398178995664554,-0.2989461401066574,-1.9467394358502728,-1.2881076758134313,0.02869644656004379,-0.22381414958769935,-0.24216987515481486,0.7252418647978505,-0.8464601291013893,0.4081219890606595,-1.368190353312345,-0.2672331972226154,2.314256001304827,0.30569941611409235,0.5416070298459257,-1.4050895385551254,0.8232046014059162,1.0169093865674819,-0.7697061763467896,-2.131271468181579,0.05083503370752166,1.5066672556912304,-0.899108202167057,0.12323468061354648,0.7001122688636532,0.3330674573128147,0.6129538451320831,-0.44670081658045185,-0.9271121992133539,0.4581880269525972,-0.326955373838046,1.002367695812477,-0.44545612484344593,-0.25213895414449045,0.21681452666688877,0.3325667665193449,0
-0.21110951979776596,-0.11647255569031251,-0.8163364165304158,-2.194491956428476,0.33163590966489576,-0.5625740636447498,-2.3165701203027016,1.5303862077298023,3.2027251054482297,0.24375733573079156,0.31725823706801815,-0.1490599669878182,1.5021058904828695,0.5148260300911387,-0.32499234128195365,-0.6314772862767406,-0.9943999639011091,0.04362490867341082,-0.20762926152392677,-0.8230391068176651,1.5505532388738779,0.15385447028333876,0.1062979903118402,1.114669598817177,0.03197795417773173,-0.36667466606589644,0.5104173804843172,-0.8168601373934186,0.1025929975716365,-0.73555098070767,-0.02091425520175109,-0.978246443178014,-0.574687809039815,0.4728247279363892,0.9251886681848575,0.5924398344436985,-0.15894114346682317,0.32478881637969365,0.11315935725379353,0
-1.4208214163165112,-1.0731963014638248,0.9842365988840699,0.30798655434410976,1.1836718791281742,-0.6257435337497558,1.3419979728207618,-0.1911785815592826,-0.3296415071037171,-0.35344962167297184,-0.006079670984352772,-0.14972542152398532,0.06523046510347309,0.24836852983404106,-0.3290462432354722,0.31080378403529885,0.26086034261441,0.14889064734687327,-0.4584024371431831,-0.22116851450314093,-0.05489258593234236,-0.18372802916199293,0.11436126706588583,-0.303273047747338,0.05774420367698096,-0.23465922316620327,-0.03652879484791366,0.011288158473555273,0.42327098669968793,0.09302104879161864,0.04830880510242283,-0.4949666473931114,0.07861307446202447,-0.03198810183594159,0.5143439337455034,-0.09617458436804696,-0.15143642228339302,0.013071502404741463,0.3627075191376987,0
-0.8363628017654122,-0.5987535178820129,-1.1903543782432602,-1.5013838508000994,2.032229365512544,-1.1001195977721006,-0.9661688361479802,0.24578956774209113,0.029250446183885927,-0.5423107858022754,0.9604438375508428,0.19979115930330132,-2.8028700829851165,0.19194029139624624,1.6348075439622776,0.5923543407565296,-0.17512983837950608,1.1939187510534663,0.0019226320539624722,0.07401357837815097,0.6616248792599544,0.9342312523976359,-0.5343310890924053,0.4742152059474997,-0.93833401366095,-0.7057856987977044,0.4575642664610721,1.2789074428447156,-0.7307209188149811,-0.5295653343216907,1.066032607203038,0.3392044039892549,0.2944751551734661,0.4279217894310044,0.8764757984231196,-0.3718503800729877,-0.5383645334806989,0.3124230248924068,-0.26484672199582876,0
-2.26482543698651,0.21935817748183123,1.032189194399155,-3.479957181967008,1.958241819514242,-0.9561787651951507,-1.7882849115349866,1.226657193967875,0.1250142163627418,-2.3204433193790575,1.42674803123383,1.8252093738359927,-0.2737111144515945,0.6224110812508444,0.8753042503773559,0.6215001461953794,-1.4854465908637755,1.0564677537533018,1.2955419551361353,-0.5871785243382426,0.2394385120968339,0.4190157899696952,-0.8009659575475271,1.0629755711950746,-0.39893774751407207,-1.5609322930330778,0.4289810850379674,0.366388312210681,-1.4114167461635907,0.6956552963712672,0.026427161394640984,0.9963839503140188,1.252120495967644,0.032182166820763566,-0.7956098909529075,0.128328003894695,-0.033646777858512306,0.08427546285758429,0.11291745144190492,0
-0.308459081479935,-1.280134945518298,-0.297497829592245,-0.7999011207925149,-0.5080101980551879,-2.322691005831633,-1.39371728805794,0.7049966940813274,1.374169502222727,0.7084291055055089,-1.1653332622046793,-1.2862394938069626,-0.09965938652106283,-0.40260816993125126,1.1673188626613604,-1.0737970558883416,0.23505022407002504,0.4178870344850745,-0.5240003085363358,-0.4312742545476726,0.18240286022668112,0.11108368959651849,-0.02291892419743481,0.03520011564508471,-0.16759677680173968,0.1518115304381714,-0.26512639031657914,-0.6499456651210351,0.3046704458148525,-0.1716693862726499,0.6199565151546512,-0.8238435280074184,0.3229119762198527,-0.21196677358922789,-0.5555546112095948,0.060612735698996466,0.8772283869156465,-0.15279950934835937,0.3448713263084024,0
0.3186638904875309,0.37663810576565704,-1.794849997020175,0.555450848815962,1.742865532845986,-0.3128624286219252,-1.2363635143857818,-0.4577072173168551,-0.8627780067188844,-0.6537914919403839,0.2918960832458189,1.3498147522583772,0.905054068246593,0.6752132137660403,-0.8985385109033979,1.1965657367484346,0.11767907956760848,0.13570809891244343,2.3346037529324226,1.3713782745223488,-1.1324896650377854,2.7201806033661637,0.6991440097967158,0.14539114063300587,1.9223746339338608,1.46585496123629,-0.26976656882569006,-3.129116971114197,-0.960552041056483,-1.0166326369152698,0.0023207423751998753,-0.9050033186205453,0.5272534880153923,-0.052641409297075066,-0.1720197501214848,0.6655672409109542,0.9629461012919407,-0.05894302841792832,-0.6937582597724568,0
1.27404223874081,-0.9723858925611739,-0.2761414395190237,-0.027601978636540826,0.6575885232362252,0.06353904983347962,0.7179444847208553,-0.9003130788518994,-0.9386695684085619,-1.142778863141154,-0.2851524050989655,-0.9458367322038669,-0.1744116424305335,0.05630399946101804,-0.45486877356723215,-0.01148371887532929,-0.05541978866562417,-2.458141597766614,-0.33639320721130184,1.6957897506468789,1.2859186208372668,0.44737850385285277,2.170362004738602,-1.1058842957570945,-0.09036552578645313,-1.7540628368434479,0.19062155702828087,0.7468663989105856,-0.007945403828940427,0.556046710895051,0.8055021809972145,-0.6970008372156457,-0.2816062021685004,1.3825388245898138,-1.0748861674836658,2.2903118118222507,0.5920021226745299,-0.2696421702333252,1.5745856491312527,0
-0.8083253308562228,-1.129283988647572,0.2592267088310264,0.8042111679821997,1.1593349839855172,-0.1266917889860288,1.2024617943768154,-0.18099427693153258,0.20511920140346468,-0.3496084870773696,-0.43085238733345416,0.599519742692728,0.19148278813384664,-0.30318357717171496,0.2394886345580599,-0.35085634693843987,0.6753020929622338,-0.15038764543036529,-0.018690337707395532,0.2356748446358933,0.32818427369787356,0.42050928587251096,0.11137151064094385,-0.44625243767211614,0.03831486151645065,0.25732332981229256,-0.26304537285604895,0.21081732352512883,0.640645408587941,-0.18563779117757012,0.22778028321610838,0.41020675735779616,-0.06920574507438515,0.6255072687148283,-0.6447001760130449,-0.12837546339806644,0.45226343846936146,0.11779143033163036,0.27270933563081573,0
