id_cliente,fecha_desembolso,incumplimiento,tipo_cliente,desv_retiros_atm_12m,monto_min_transado_1m,monto_min_transado_2m,desv_recargas_pse_12m,prom_retiros_atm_12m,version_sistema_operativo,cupo_disp_rotativo,meses_cancel_telcos,porcentaje_productos_48meses_total,meses_apertura_ultimo_prod_total,meses_apertura_telcos,meses_apertura_rotativo,porcentaje_cartera_vencida_telcos,saldo_prom_rotativo,uso_total_prod_3m_rotativo,cupo_max_rotativo,part_ahorro_total,pct_productos_cerrados_rotativo,meses_apertura_ahorro,productos_abiertos_ahorro,saldo_total_9_meses_rotativo,cancel_pos_12m,ponderacion_reportes_al_dia_18m_total,ponderacion_24m_rotativo
628744230882.0,201811,0,objetivo,2.9849157,2.8160288e-05,6.0160615e-05,0.49581024,0.46293807,6.0,7.01,44.0,80.0,6.0,87.0,16.0,0.0,1.34,21.55,8.36,40.0,50.0,6.0,2.0,1.53,0.0,100.0,89.76719
673401143794.0,201804,0,adicion,0.47140452,1.2800131e-05,0.038400393,0.46589962,0.07059272,12.0,1.83,29.0,53.33,6.0,183.0,165.0,0.0,1.35,65.15,5.25,31.25,80.0,13.0,5.0,5.22,0.0,100.0,100.0
704499310886.0,201811,0,adicion,1.6051133999999998,0.025600262,0.0,0.23923084,0.23573576,8.0,1.26,12.0,66.67,9.0,68.0,30.0,0.0,7.19,66.46,8.45,50.0,85.71,9.0,3.0,13.05,4.0,100.0,89.22658
812875821862.0,201808,0,adicion,0.0,0.0,0.0,0.0,0.0,0.0,0.26,7.0,78.57,2.0,130.0,88.0,0.0,1.02,102.45,1.28,21.43,84.62,10.0,3.0,4.79,3.0,100.0,100.0
888813452164.0,201807,0,adicion,0.37267798,3.8400394e-06,6.400065599999999e-06,0.03808801,0.016000165,8.0,1.57,2.0,87.5,2.0,99.0,35.0,0.0,6.83,81.57,15.1,25.0,79.17,2.0,4.0,34.08,0.0,100.0,94.84711
896449389248.0,201806,0,adicion,0.0,1.7920183e-05,7.680078999999999e-06,0.0594284,0.0,12.0,13.86,32.0,68.75,4.0,279.0,90.0,0.0,12.73,45.07,47.36,31.25,75.0,4.0,5.0,85.49,1.0,100.0,100.0
897946028058.0,201806,0,adicion,1.3202482,0.0,0.7680079000000001,0.4567914,0.23893578,11.0,0.46,32.0,85.71,0.0,118.0,31.0,0.0,2.74,61.08,3.2,28.57,80.0,19.0,2.0,1.92,1.0,100.0,100.0
19112733134.0,201809,1,adicion,0.0,3.8400394e-06,3.8400394e-06,0.009540654,0.0,11.0,1.36,48.0,66.67,7.0,152.0,70.0,0.0,1.98,59.75,4.74,16.67,33.33,7.0,2.0,10.64,0.0,100.0,100.0
118785689847.0,201810,0,adicion,2.7525241,4.2240434e-05,6.656068e-05,0.0,0.41920426,11.0,3.13,3.0,77.78,1.0,12.0,53.0,0.0,1.5,34.44,5.38,22.22,50.0,6.0,2.0,4.93,4.0,100.0,100.0
139724765518.0,201810,0,adicion,2.321398,2.8160288e-05,2.1760223e-05,0.7049591,0.5738725,8.0,1.04,12.0,57.14,4.0,69.0,32.0,0.0,1.83,72.53,2.87,42.86,50.0,4.0,3.0,2.93,0.0,100.0,96.20696
253519908250.0,201812,0,adicion,0.2763854,0.0,0.0,0.0,0.0042667105,8.0,3.88,12.0,87.5,2.0,83.0,47.0,0.0,1.34,26.66,9.22,31.25,68.75,6.0,5.0,9.38,4.0,100.0,100.0
323970415040.0,201811,0,adicion,0.8291562,1.9200197e-05,0.0,0.0106133069999999,0.14933486,8.0,13.42,7.0,41.67,0.0,263.0,240.0,0.0,0.02,3.0,25.6,24.0,71.43,0.0,6.0,1.31,1.0,100.0,100.0
366244234778.0,201812,0,adicion,0.0,0.0,0.0,0.004770327,0.0,11.0,1.54,19.0,73.33,2.0,83.0,116.0,0.0,2.36,72.6,5.38,20.0,55.56,17.0,3.0,23.84,2.0,100.0,100.0
608936809840.0,201810,0,adicion,0.5527708,0.0,0.0,0.0,0.062933974,11.0,2.23,8.0,64.71,1.0,195.0,94.0,0.0,3.13,45.79,5.89,23.53,50.0,1.0,4.0,18.3,2.0,100.0,100.0
662477033795.0,201810,0,adicion,2.2669117,1.1520118e-05,0.0,0.04245323,0.8424277,8.0,1.51,35.0,50.0,11.0,205.0,168.0,0.0,1.44,38.92,5.89,28.57,53.85,14.0,4.0,5.79,1.0,100.0,100.0
731676269741.0,201807,1,adicion,0.9242114,0.0,2.5600261e-06,0.0,0.11187848,8.0,0.23,58.0,100.0,1.0,76.0,35.0,0.0,1.52,83.49,3.07,25.0,41.67,1.0,4.0,9.28,4.0,78.03251999999999,90.30392
792730224601.0,201805,0,adicion,0.0,3.8400394e-06,0.0,0.6166733,0.0,11.0,1.03,5.0,94.44,0.0,133.0,52.0,0.0,4.71,90.44,10.93,15.79,25.0,8.0,3.0,38.44,0.0,100.0,100.0
853009293709.0,201811,0,objetivo,0.0,0.0,0.010240105,0.0,0.0,0.0,5.67,4.0,55.56,1.0,153.0,88.0,0.0,3.61,31.07,24.26,27.78,42.86,1.0,5.0,15.32,0.0,100.0,100.0
856741425519.0,201811,0,objetivo,0.2763854,0.0,0.0,0.0,0.0010666776,10.0,15.02,27.0,69.57,1.0,190.0,160.0,0.0,3.29,36.5,48.0,12.5,78.13,2.0,3.0,31.25,0.0,100.0,100.0
864815715213.0,201812,0,adicion,0.4330127,3.8400394e-06,5.1200523e-06,0.9220902,0.03200033,8.0,11.13,37.0,66.67,2.0,95.0,16.0,0.0,1.67,21.95,12.8,33.33,33.33,30.0,2.0,1.3,1.0,100.0,89.22658
885699338638.0,201805,0,adicion,0.37267798,0.0,0.0,0.0,0.017066842,0.0,3.0,26.0,73.33,3.0,181.0,142.0,0.0,1.91,48.58,7.68,18.75,78.26,3.0,3.0,15.44,3.0,100.0,100.0
33884520833.0,201811,0,objetivo,0.2763854,0.0,0.35840368,0.09905755,0.0298669729999999,6.0,1.43,10.0,70.0,4.0,76.0,53.0,0.0,1.62,51.03,3.9,20.0,57.14,16.0,2.0,3.99,1.0,100.0,100.0
114693707770.0,201810,0,adicion,1.7853571,0.0,0.0,0.20686384,0.09036889,7.0,1.27,81.0,35.29,12.0,118.0,145.0,0.0,2.98,57.27,8.77,23.53,47.06,24.0,4.0,36.15,3.0,100.0,100.0
251667465463.0,201805,0,adicion,1.299038,0.0,3.8400394e-06,0.0939333,0.047129,6.0,5.6,11.0,85.71,2.0,46.0,52.0,0.0,0.26,4.64,7.7,25.0,40.0,10.0,2.0,0.3,1.0,100.0,100.0
375813305609.0,201810,0,adicion,0.2763854,0.0,1.2800131e-06,0.0,0.005333388,7.0,1.93,8.0,88.24,0.0,132.0,27.0,0.0,3.79,57.18,9.22,23.53,41.67,8.0,4.0,24.75,3.0,100.0,100.0
388158676241.0,201811,0,adicion,0.0,1.2800131e-06,0.0,0.035377696,0.0,7.0,7.05,166.0,50.0,1.0,174.0,54.0,0.0,1.42,2.65,15.23,33.33,77.78,1.0,4.0,1.23,2.0,100.0,100.0
576349182253.0,201810,0,adicion,0.74535596,0.0,0.5376055000000001,0.74516726,0.2432025,12.0,3.27,29.0,82.35,0.0,71.0,62.0,0.0,1.75,55.16,9.04,35.29,64.71,0.0,6.0,2.56,7.0,100.0,100.0
846197603141.0,201812,0,adicion,0.2763854,1.2800131e-06,1.2800131e-05,0.41817302,0.010666776,8.0,3.15,37.0,100.0,3.0,87.0,46.0,0.0,4.82,62.62,11.52,27.27,80.0,3.0,3.0,7.48,4.0,100.0,100.0
981035881025.0,201811,0,objetivo,0.0,1.2800131e-06,0.0,0.0,0.0,11.0,1.13,66.0,77.78,1.0,84.0,22.0,0.0,1.25,34.48,3.2,33.33,40.0,1.0,3.0,1.84,1.0,100.0,94.63625
193531519033.0,201810,0,adicion,0.0,0.0,0.0,0.0,0.0,0.0,4.58,24.0,50.0,7.0,203.0,171.0,0.0,5.54,42.78,33.66,22.22,75.76,12.0,4.0,39.32,4.0,100.0,100.0
306748370951.0,201809,0,adicion,0.49300665,1.2800131e-06,0.0,0.026600124,0.0667068,8.0,13.68,27.0,90.0,0.0,40.0,30.0,0.0,2.02,38.22,40.19,20.0,60.0,20.0,2.0,12.3,3.0,100.0,100.0
403639826317.0,201809,0,adicion,0.2763854,2.5600261e-06,1.02401045e-05,0.0,0.06400066,10.0,3.66,5.0,90.0,1.0,200.0,229.0,0.0,3.48,52.41,16.9,16.67,64.29,12.0,4.0,32.2,4.0,100.0,100.0
431151720307.0,201804,0,adicion,1.3844373,0.0,0.0,0.06497764,0.0205815419999999,11.0,5.78,46.0,71.43,11.0,142.0,28.0,0.0,1.46,25.12,11.9,37.5,50.0,11.0,3.0,5.1,0.0,100.0,100.0
488297993770.0,201811,0,objetivo,0.0,0.0,0.0,0.0,0.0,0.0,2.11,48.0,87.5,8.0,86.0,42.0,0.0,2.94,38.34,6.27,12.5,60.0,13.0,1.0,3.36,1.0,100.0,100.0
736084654430.0,201810,1,objetivo,0.37267798,4.9920513e-05,5.2480536e-05,0.0,0.051200524,8.0,1.19,19.0,57.14,0.0,84.0,111.0,0.0,1.75,93.35,2.94,35.71,86.67,4.0,5.0,6.26,0.0,100.0,100.0
781250697096.0,201804,0,adicion,1.118034,2.5600261e-06,0.32000327,0.48102874,0.20693545,12.0,2.03,18.0,54.55,3.0,194.0,27.0,0.0,3.21,67.63,5.38,45.45,75.0,3.0,5.0,6.13,0.0,100.0,100.0
785474482079.0,201802,0,adicion,0.0,5.1200523e-06,4.0666e-06,0.08242291,0.0,8.0,4.17,12.0,116.67,0.0,247.0,18.0,0.0,3.15,47.18,11.65,26.67,40.0,4.0,4.0,4.08,1.0,100.0,93.18092
188548998768.0,201811,0,adicion,0.9537936,6.400065599999999e-06,5.1200523e-06,0.19707003,0.15209755,6.0,1.21,7.0,80.0,2.0,75.0,91.0,0.0,2.12,69.8,11.52,20.0,46.15,22.0,3.0,14.9,0.0,100.0,100.0
261029185862.0,201806,0,adicion,0.0,1.2800131e-06,1.2800131e-06,0.0112394889999999,0.0,11.0,15.29,132.0,62.5,8.0,148.0,106.0,0.0,2.99,18.8,20.48,25.0,50.0,8.0,2.0,1.43,0.0,100.0,100.0
335055207471.0,201810,0,adicion,3.8586123,0.0,0.06400066,0.71224475,0.603029,0.0,0.26,4.0,100.0,2.0,21.0,36.0,45.45,0.89,69.74,1.15,50.0,50.0,2.0,4.0,1.18,0.0,100.0,100.0
419553265206.0,201808,0,adicion,0.0,0.0,0.0,0.02286436,0.0,12.0,8.01,14.0,53.85,14.0,68.0,94.0,0.0,2.1,19.12,32.26,38.46,44.44,17.0,5.0,4.89,1.0,100.0,100.0
499549890798.0,201804,0,adicion,1.545603,2.1760223e-05,0.46080473,1.3308789,0.7738616,11.0,0.51,22.0,44.44,10.0,111.0,99.0,0.0,2.33,81.38,3.46,30.0,63.64,10.0,3.0,8.7,1.0,100.0,100.0
645139716546.0,201807,0,adicion,1.1873173,0.0,1.5360157999999997e-05,3.657903,0.37333715,7.0,5.2,6.0,73.33,0.0,99.0,82.0,0.0,11.5,88.13,45.57,26.67,57.14,1.0,4.0,51.25,1.0,100.0,100.0
736163414083.0,201812,0,objetivo,0.0,1.2800131e-06,0.0,0.0,0.0,7.0,5.61,67.0,62.5,0.0,175.0,132.0,0.0,0.61,6.5,12.46,12.5,42.86,0.0,1.0,3.35,0.0,100.0,100.0
753451505858.0,201812,0,adicion,1.9346979,0.0,0.0,0.1733507,0.05013385,8.0,4.95,13.0,88.89,5.0,47.0,28.0,0.0,0.87,8.63,9.86,22.22,50.0,11.0,2.0,0.34,2.0,100.0,89.22658
761874752401.0,201808,0,adicion,0.2763854,0.0,0.0,0.12840101,0.0042667105,11.0,2.44,33.0,80.0,5.0,59.0,5.0,0.0,27.46,96.79,29.9,40.0,80.0,10.0,2.0,32.46,3.0,100.0,55.88176
784446264665.0,201809,0,adicion,0.5527708,0.0,0.0,0.0,0.0042667105,11.0,1.54,3.0,90.0,3.0,80.0,53.0,100.0,1.38,42.71,4.86,20.0,44.44,4.0,2.0,2.99,1.0,100.0,100.0
795358556208.0,201810,0,adicion,0.0,3.8400394e-06,7.680078999999999e-06,0.015919963,0.0,7.0,8.58,4.0,80.0,4.0,58.0,32.0,0.0,0.0,2.05,8.58,60.0,85.71,4.0,3.0,0.0,2.0,100.0,100.0
805637908073.0,201812,0,adicion,0.7592028000000001,0.0,7.680078999999999e-06,0.14151078,0.09493431,0.0,0.6,9.0,75.0,0.0,76.0,51.0,0.0,2.59,53.47,5.47,25.0,40.0,3.0,2.0,0.81,1.0,100.0,89.22658
820158524307.0,201812,0,adicion,0.2763854,0.0,0.0,0.07075539,0.0213335529999999,12.0,2.71,37.0,78.95,0.0,125.0,74.0,0.0,7.57,63.68,30.72,10.53,65.38,13.0,2.0,50.78,7.0,100.0,100.0
861498321698.0,201810,0,objetivo,0.0,0.0,0.0,0.0,0.0,0.0,9.67,40.0,56.25,13.0,175.0,191.0,0.0,8.36,55.32,65.91,12.5,75.0,13.0,2.0,68.49,1.0,100.0,100.0
919039601031.0,201811,0,objetivo,0.0,0.0,0.0,0.0,0.0,8.0,0.66,22.0,81.82,0.0,53.0,68.0,0.0,1.92,72.57,7.68,9.09,61.11,0.0,1.0,18.75,2.0,100.0,100.0
16120659838.0,201802,0,adicion,1.2555432,0.0,0.0,0.8046797,0.4812143,10.0,6.84,42.0,88.89,1.0,66.0,46.0,0.0,0.51,21.25,12.8,22.22,72.73,8.0,2.0,0.01,1.0,100.0,100.0
233217633684.0,201811,0,adicion,4.527693,3.8400394e-06,0.0,0.67887723,1.1230961000000002,7.0,0.14,1.0,76.0,1.0,87.0,78.0,0.0,1.84,98.85,2.43,24.0,66.67,7.0,6.0,10.3,4.0,100.0,100.0
267099137812.0,201807,0,adicion,0.8291562,0.00013312136,1.02401045e-05,0.8842324,0.01813352,8.0,7.3,6.0,83.33,0.0,86.0,125.0,100.0,0.76,121.97,12.54,16.67,76.47,18.0,2.0,0.0,2.0,100.0,100.0
291552385495.0,201802,0,adicion,0.7637626000000001,0.000107521104,1.3555334e-05,0.29607666,0.2033299999999999,10.0,1.76,6.0,75.0,1.0,241.0,190.0,0.0,3.77,31.85,12.03,25.0,75.0,18.0,5.0,6.58,2.0,100.0,100.0
327601234514.0,201807,0,adicion,2.1650636000000003,0.012800131,0.0,0.0,0.2901362999999999,11.0,4.95,1.0,100.0,1.0,31.0,38.0,0.0,1.28,96.5,6.91,16.67,62.5,3.0,2.0,26.52,2.0,100.0,100.0
428858949262.0,201811,0,adicion,0.0,2.5600261e-06,2.5600261e-06,0.08844423,0.0,11.0,30.21,46.0,40.0,0.0,264.0,225.0,0.0,7.85,20.31,129.03,15.0,65.63,15.0,3.0,43.75,4.0,100.0,100.0
460991016619.0,201806,0,adicion,0.0,1.2800131e-06,1.2800131e-06,0.0,0.0,12.0,5.55,2.0,40.0,4.0,124.0,134.0,0.0,4.25,44.99,14.72,20.0,63.16,21.0,3.0,95.81,2.0,100.0,100.0
531439727973.0,201807,0,adicion,0.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,71.43,2.0,83.0,84.0,0.0,7.24,107.68,12.29,21.43,69.23,2.0,3.0,29.92,0.0,100.0,100.0
560933204491.0,201807,0,adicion,0.37267798,1.4080144e-05,6.144063e-05,0.5895213,0.0074667432,11.0,3.02,43.0,109.09,2.0,174.0,18.0,0.0,2.6,33.3,11.9,16.67,57.14,14.0,2.0,11.39,2.0,100.0,100.0
778186651002.0,201801,0,adicion,0.59511906,0.0,1.3555333e-06,0.08877938,0.030499501,8.0,0.65,5.0,78.57,2.0,65.0,58.0,0.0,3.5,85.91,6.91,57.14,50.0,2.0,8.0,4.8,0.0,100.0,100.0
877920618917.0,201812,0,adicion,0.0,0.0,0.012800131,0.2080322,0.0,8.0,0.27,9.0,100.0,2.0,15.0,26.0,0.0,1.86,93.0,4.75,25.0,25.0,2.0,2.0,1.18,1.0,100.0,100.0
115824274836.0,201810,0,objetivo,1.9507834,3.8400394e-06,0.0,0.8987796,0.48747167,11.0,3.87,5.0,70.59,0.0,123.0,131.0,0.0,0.34,3.32,14.36,16.67,70.83,5.0,3.0,14.04,1.0,100.0,100.0
221634842181.0,201811,0,adicion,1.8465433,0.025600262,0.0,0.78191125,0.40416408,10.0,0.46,12.0,79.17,1.0,71.0,57.0,0.0,1.94,87.37,10.5,25.0,59.46,17.0,6.0,19.6,14.0,100.0,100.0
334614550162.0,201803,0,adicion,0.2763854,0.010240105,0.0,0.0,0.0021333552,8.0,0.2,16.0,100.0,2.0,33.0,37.0,0.0,0.57,84.94,0.77,33.33,50.0,3.0,2.0,0.38,1.0,100.0,89.22658
543280397952.0,201809,0,adicion,0.0,0.0,0.0,0.0,0.0,11.0,0.72,22.0,90.91,0.0,29.0,1.0,0.0,1.84,72.35,2.56,9.09,90.91,16.0,2.0,32.61,5.0,100.0,89.22658
644309666187.0,201807,0,adicion,0.6454972,1.664017e-05,3.2000327e-05,0.12782782,0.10385171,11.0,26.17,18.0,76.92,1.0,234.0,18.0,0.0,1.56,38.83,38.4,30.77,90.63,11.0,4.0,1.21,7.0,100.0,100.0
649008264871.0,201810,0,adicion,0.2763854,0.0,0.19200197,0.05306654,0.016000165,10.0,0.43,82.0,66.67,1.0,103.0,97.0,0.0,2.72,82.07,6.14,13.33,75.56,1.0,2.0,16.34,19.0,100.0,89.22658
673243002854.0,201812,0,objetivo,0.8498366,0.0,0.0,0.0,0.008533421,0.0,3.36,37.0,83.33,6.0,202.0,60.0,0.0,9.44,73.61,34.56,8.33,53.85,10.0,1.0,41.94,3.0,100.0,100.0
788913307970.0,201812,0,objetivo,0.0,0.0,0.0,0.044222116,0.0,11.0,0.52,15.0,100.0,5.0,119.0,25.0,100.0,3.19,40.04,3.71,8.33,90.91,5.0,1.0,3.8,0.0,17.035707000000002,100.0
842983288523.0,201804,0,adicion,0.0,0.0,0.0,0.12324673,0.0,7.0,0.62,8.0,50.0,0.0,227.0,61.0,0.0,0.95,72.25,2.18,30.0,57.14,0.0,3.0,3.54,0.0,100.0,100.0
876590523878.0,201811,0,adicion,0.2763854,0.0,0.0,0.017688848,0.005333388,8.0,0.85,9.0,75.0,14.0,73.0,45.0,0.0,9.01,97.4,9.86,50.0,80.0,16.0,2.0,3.89,2.0,100.0,100.0
876816159298.0,201810,0,objetivo,0.6454972,0.0,1.2800131e-06,0.0,0.15543623,8.0,2.19,32.0,55.56,9.0,116.0,79.0,100.0,1.43,43.46,7.68,33.33,40.0,12.0,3.0,6.66,1.0,1.735369,100.0
971925067775.0,201806,0,adicion,1.8408935,7.680078999999999e-06,0.0,0.0412287079999999,0.11903054,7.0,0.89,4.0,88.89,1.0,77.0,23.0,0.0,2.05,47.11,3.33,22.22,66.67,12.0,2.0,7.53,1.0,100.0,99.14064
131538165853.0,201807,0,adicion,0.49300665,0.00013824142,0.0002636827,1.4991308,0.1813352,7.0,14.51,11.0,73.33,0.0,72.0,88.0,0.0,5.49,30.14,23.17,40.0,60.0,1.0,6.0,25.81,5.0,100.0,89.22658
218043305618.0,201806,0,adicion,1.6499158,3.8400394e-06,2.5600261e-06,0.49221703,0.1717351,12.0,2.54,5.0,90.91,10.0,40.0,26.0,0.0,6.35,86.16,12.54,18.18,46.15,10.0,2.0,15.22,4.0,100.0,100.0
268481420978.0,201801,0,adicion,0.0,0.0,1.3555333e-06,0.0,0.0,11.0,2.38,132.0,77.78,3.0,180.0,36.0,0.0,2.07,48.26,4.74,22.22,81.82,5.0,2.0,8.49,1.0,100.0,100.0
268481420978.0,201809,0,adicion,0.59511906,0.0,1.1520118e-05,0.0,0.11626786,11.0,2.15,140.0,84.62,0.0,188.0,44.0,0.0,2.34,48.98,5.63,15.38,66.67,13.0,2.0,4.21,1.0,74.62062,65.57784000000001
368553425350.0,201812,0,adicion,0.2763854,0.0,1.2800131e-06,0.0106133069999999,0.0032000327,7.0,7.07,6.0,50.0,1.0,191.0,157.0,0.0,2.58,12.6,12.54,18.18,75.0,1.0,2.0,9.15,0.0,100.0,100.0
418885958675.0,201810,0,adicion,1.0671874,0.0,0.0,0.65337807,0.2997364,7.0,2.36,0.0,92.86,0.0,112.0,13.0,0.0,3.22,42.32,7.68,21.43,72.73,1.0,3.0,25.9,7.0,100.0,89.22658
496756084004.0,201807,0,adicion,0.0,0.0,0.0,0.0,0.0,0.0,2.62,14.0,28.57,12.0,69.0,95.0,0.0,1.22,12.76,3.84,42.86,85.71,12.0,3.0,1.75,0.0,100.0,100.0
584837422482.0,201810,0,adicion,0.8291562,3.712038e-05,0.0,0.68551195,0.09813434,7.0,2.78,35.0,81.82,1.0,90.0,24.0,0.0,0.46,2.13,7.94,18.18,42.86,8.0,2.0,0.0,3.0,100.0,100.0
612973642028.0,201808,0,adicion,2.1392496,0.0,0.0,1.3768998,0.44267118,11.0,5.62,33.0,87.5,3.0,139.0,143.0,0.0,2.57,32.44,13.7,25.0,20.0,4.0,2.0,2.33,0.0,100.0,100.0
816149915405.0,201811,0,objetivo,0.59511906,0.1664017,0.12800132,0.0,0.06720069,8.0,0.83,98.0,80.0,1.0,115.0,52.0,0.0,0.98,68.0,2.56,30.0,20.0,1.0,3.0,1.63,1.0,100.0,100.0
843153838840.0,201806,0,adicion,0.37267798,0.0,0.0,0.17720978,0.06400066,6.0,3.16,9.0,54.17,2.0,90.0,76.0,0.0,13.15,71.38,26.45,29.17,83.33,11.0,7.0,86.1,14.0,100.0,100.0
919044240591.0,201805,0,adicion,0.0,3.8400394e-06,3.8400394e-06,0.01873248,0.0,12.0,2.18,45.0,63.64,4.0,90.0,61.0,0.0,3.1,30.8,7.68,36.36,42.86,7.0,4.0,5.76,0.0,100.0,89.22658
962479447764.0,201801,0,adicion,0.0,0.0,0.0,0.0018732482999999,0.0,6.0,9.6,72.0,66.67,4.0,95.0,219.0,0.0,2.17,18.03,20.32,25.0,62.5,11.0,4.0,37.45,1.0,100.0,100.0
52448637206.0,201804,0,adicion,0.2763854,1.5360157999999997e-05,0.0,0.12382192,0.037333716,0.0,9.16,135.0,35.71,4.0,237.0,207.0,0.0,3.72,39.79,21.12,14.29,72.73,4.0,2.0,20.36,1.0,100.0,100.0
255180748623.0,201810,0,adicion,0.2763854,0.0,0.0,0.017688848,0.005333388,11.0,1.09,2.0,100.0,2.0,27.0,24.0,0.0,0.47,34.64,2.05,33.33,20.0,2.0,3.0,4.13,0.0,100.0,100.0
385255934837.0,201809,0,adicion,5.5277080000000005,4.6080473e-05,2.1760223e-05,0.0,0.76054114,11.0,1.46,34.0,64.29,2.0,82.0,81.0,0.0,1.45,59.89,8.45,20.0,37.5,7.0,3.0,7.7,1.0,60.23886,62.950203
422803968580.0,201809,0,adicion,0.0,0.0,0.0,0.0123821935,0.0,7.0,5.08,69.0,60.0,3.0,213.0,162.0,0.0,7.79,79.2,19.46,30.0,73.33,3.0,3.0,29.95,1.0,100.0,100.0
427756406580.0,201812,0,adicion,0.0,0.0,0.0,0.0,0.0,6.0,0.77,8.0,90.0,5.0,87.0,29.0,0.0,4.73,91.28,8.7,30.0,78.57,8.0,3.0,4.95,2.0,100.0,60.07507
495564866211.0,201812,1,adicion,0.37267798,0.0,0.0,0.8238674000000001,0.023466907,7.0,0.74,25.0,85.71,1.0,40.0,28.0,0.0,6.39,89.76,16.29,28.57,28.57,6.0,4.0,9.03,0.0,100.0,100.0
502232224588.0,201808,0,adicion,0.0,0.0,0.0,0.0,0.0,7.0,2.5,4.0,100.0,1.0,82.0,18.0,79.04,17.78,88.69,27.76,22.22,33.33,1.0,2.0,44.16,1.0,12.092133,64.65808
519829413786.0,201812,0,adicion,0.2763854,0.7680079000000001,0.0,0.21226616,0.06400066,8.0,1.66,10.0,75.0,0.0,115.0,200.0,0.0,8.07,75.11,20.56,12.0,41.18,0.0,3.0,24.27,0.0,100.0,100.0
599265357276.0,201802,0,adicion,0.37267798,0.0,0.0,0.115945,0.033888336,7.0,4.44,20.0,88.89,2.0,129.0,66.0,0.0,2.1,39.82,12.8,22.22,26.67,5.0,4.0,14.9,3.0,100.0,100.0
770054744389.0,201808,0,adicion,0.47140452,2.5600261e-06,2.5600261e-06,0.08174377,0.075299956,7.0,7.7,1.0,50.0,2.0,163.0,335.0,0.0,3.33,37.52,43.58,18.18,61.11,14.0,4.0,51.79,2.0,100.0,100.0
340724979593.0,201810,0,objetivo,0.5527708,5.1200523e-06,0.0,0.0,0.07466743,4.0,3.04,140.0,85.71,0.0,158.0,75.0,0.0,1.05,39.91,4.59,25.0,40.0,0.0,2.0,4.82,0.0,100.0,100.0
417073554711.0,201810,0,adicion,0.0,3.2000327e-05,4.3520446e-05,0.0,0.0,11.0,2.04,23.0,83.33,2.0,43.0,32.0,0.0,3.4,64.83,6.53,33.33,50.0,2.0,2.0,13.99,1.0,100.0,100.0
700381410108.0,201803,0,adicion,0.0,0.0,2.5600261e-06,0.08208931,0.0,0.0,21.83,38.0,66.67,0.0,93.0,28.0,0.0,0.45,12.98,25.6,50.0,86.67,3.0,3.0,2.94,1.0,100.0,100.0
701817848792.0,201807,0,adicion,0.2763854,0.0,0.0,0.0,0.0022592223,11.0,5.48,32.0,87.5,0.0,116.0,56.0,0.0,0.2,11.94,14.46,12.5,56.25,12.0,2.0,3.72,0.0,100.0,100.0
884609634026.0,201810,0,adicion,3.4721112,5.1200523e-06,1.1520118e-05,0.0,0.7680078,7.0,2.49,4.0,62.5,4.0,133.0,92.0,0.0,6.99,88.11,28.54,25.0,12.5,4.0,4.0,50.85,0.0,0.0,2.8751345
889265057732.0,201809,0,adicion,0.0,0.0,0.0,0.0,0.0,7.0,0.46,2.0,84.62,0.0,104.0,37.0,0.0,5.55,95.24,7.68,15.38,50.0,0.0,2.0,6.81,0.0,88.43817,100.0
977063400983.0,201809,0,adicion,0.5527708,0.0,0.0,0.113208614,0.034133684,7.0,4.09,17.0,61.54,0.0,56.0,76.0,0.0,0.28,5.73,8.96,28.57,57.14,3.0,4.0,6.35,1.0,100.0,100.0
987076076727.0,201808,0,adicion,0.0,5.1200523e-06,5.1200523e-06,0.047703274,0.0,11.0,12.25,4.0,72.22,0.0,182.0,144.0,0.0,9.24,73.05,62.37,16.67,83.78,5.0,3.0,101.56,1.0,100.0,100.0
75242804599.0,201802,0,adicion,0.0,1.2800131e-06,0.0,0.07031772,0.0,11.0,8.7,27.0,66.67,2.0,92.0,91.0,0.0,2.34,17.58,17.66,23.81,63.16,7.0,5.0,36.86,0.0,100.0,100.0
165144617731.0,201805,0,adicion,0.0,1.2800131e-06,1.2800131e-06,0.08242291,0.0,11.0,21.84,61.0,12.5,7.0,194.0,108.0,0.0,3.76,32.63,25.6,50.0,75.0,7.0,4.0,1.77,0.0,100.0,98.1858
184680493069.0,201807,0,adicion,0.0,0.0,0.0,0.0,0.0,12.0,6.53,19.0,90.91,0.0,58.0,72.0,0.0,0.0,0.73,16.51,27.27,42.86,12.0,3.0,0.0,2.0,100.0,100.0
272556569759.0,201812,0,objetivo,0.0,0.0,0.0,0.0,0.0,0.0,1.19,37.0,66.67,6.0,155.0,49.0,0.0,1.28,57.91,3.07,11.11,50.0,15.0,1.0,2.21,0.0,100.0,100.0
293493636515.0,201812,0,adicion,0.0,0.0,0.0,0.0,0.0,0.0,19.83,181.0,50.0,3.0,223.0,306.0,0.0,2.16,12.28,38.4,20.0,78.95,29.0,2.0,9.41,2.0,100.0,100.0
409204866288.0,201808,0,adicion,1.7057909,4.9920513e-05,2.6880276e-05,0.9210312,0.47338185,10.0,13.51,39.0,83.33,2.0,55.0,41.0,0.0,1.8,12.79,19.61,33.33,83.33,17.0,2.0,4.71,1.0,100.0,100.0
